SNo,Time,Size,Iterations,char
1790,0.00149,357900,357900,D
1791,0.001492,358100,358100,D
1792,0.001531,358300,358300,M
1793,0.001497,358500,358500,M
1794,0.001506,358700,358700,M
1795,0.001482,358900,358900,Z
1796,0.001482,359100,359100,Z
1797,0.001483,359300,359300,Z
1798,0.001483,359500,359500,Z
1799,0.001485,359700,359700,Z
1800,0.00149,359900,359900,Z
1801,0.001486,360100,360100,Z
1802,0.001485,360300,360300,Z
1803,0.001513,360500,360500,Z
1804,0.001544,360700,360700,Z
1805,0.001505,360900,360900,Z
1806,0.001678,361100,361100,Z
1807,0.001535,361300,361300,Z
1808,0.001515,361500,361500,Z
1809,0.00149,361700,361700,Z
1810,0.001494,361900,361900,Z
1811,0.001494,362100,362100,Z
1812,0.001495,362300,362300,Z
1813,0.001494,362500,362500,Z
1814,0.001498,362700,362700,Z
1815,0.0015,362900,362900,Z
1816,0.001498,363100,363100,Z
1817,0.001496,363300,363300,Z
1818,0.001509,363500,363500,Z
1819,0.001514,363700,363700,Z
1820,0.001512,363900,363900,Z
1821,0.001515,364100,364100,Z
1822,0.001517,364300,364300,Z
1823,0.001516,364500,364500,Z
1824,0.001504,364700,364700,Z
1825,0.001504,364900,364900,Z
1826,0.001506,365100,365100,Z
1827,0.001505,365300,365300,Z
1828,0.001507,365500,365500,Z
1829,0.001509,365700,365700,Z
1830,0.00151,365900,365900,Z
1831,0.001511,366100,366100,Z
1832,0.001525,366300,366300,Z
1833,0.001526,366500,366500,Z
1834,0.001526,366700,366700,Z
1835,0.001524,366900,366900,Z
1836,0.001532,367100,367100,Z
1837,0.001526,367300,367300,Z
1838,0.001514,367500,367500,Z
1839,0.001518,367700,367700,Z
1840,0.001519,367900,367900,Z
1841,0.001518,368100,368100,Z
1842,0.001519,368300,368300,Z
1843,0.001521,368500,368500,Z
1844,0.001521,368700,368700,Z
1845,0.001524,368900,368900,Z
1846,0.001555,369100,369100,Z
1847,0.001536,369300,369300,Z
1848,0.001537,369500,369500,Z
1849,0.001562,369700,369700,Z
1850,0.001551,369900,369900,Z
1851,0.001528,370100,370100,Z
1852,0.001537,370300,370300,Z
1853,0.001528,370500,370500,Z
1854,0.001529,370700,370700,Z
1855,0.00155,370900,370900,Z
1856,0.001534,371100,371100,Z
1857,0.001558,371300,371300,Z
1858,0.001557,371500,371500,Z
1859,0.001566,371700,371700,Z
1860,0.001559,371900,371900,Z
1861,0.001548,372100,372100,Z
1862,0.00155,372300,372300,Z
1863,0.00154,372500,372500,Z
1864,0.001537,372700,372700,Z
1865,0.001539,372900,372900,Z
1866,0.001537,373100,373100,Z
1867,0.001539,373300,373300,Z
1868,0.001559,373500,373500,Z
1869,0.001563,373700,373700,Z
1870,0.001558,373900,373900,Z
1871,0.001558,374100,374100,Z
1872,0.001542,374300,374300,Z
1873,0.001547,374500,374500,Z
1874,0.001543,374700,374700,Z
1875,0.001546,374900,374900,Z
1876,0.001562,375100,375100,Z
1877,0.001547,375300,375300,Z
1878,0.001564,375500,375500,Z
1879,0.001565,375700,375700,Z
1880,0.001562,375900,375900,Z
1881,0.001561,376100,376100,Z
1882,0.001564,376300,376300,Z
1883,0.001554,376500,376500,Z
1884,0.001552,376700,376700,Z
1885,0.001552,376900,376900,Z
1886,0.001573,377100,377100,Z
1887,0.001598,377300,377300,Z
1888,0.001605,377500,377500,Z
1889,0.001569,377700,377700,Z
1890,0.001574,377900,377900,Z
1891,0.001558,378100,378100,Z
1892,0.001579,378300,378300,Z
1893,0.001563,378500,378500,Z
1894,0.001565,378700,378700,Z
1895,0.001579,378900,378900,Z
1896,0.001598,379100,379100,Z
1897,0.001603,379300,379300,Z
1898,0.001583,379500,379500,Z
1899,0.001602,379700,379700,Z
1900,0.001569,379900,379900,Z
1901,0.001582,380100,380100,Z
1902,0.001569,380300,380300,Z
1903,0.001615,380500,380500,Z
1904,0.001592,380700,380700,Z
1905,0.001591,380900,380900,Z
1906,0.001575,381100,381100,Z
1907,0.00158,381300,381300,Z
1908,0.001595,381500,381500,Z
1909,0.001593,381700,381700,Z
1910,0.0016,381900,381900,Z
1911,0.001598,382100,382100,Z
1912,0.001604,382300,382300,Z
1913,0.001594,382500,382500,Z
1914,0.001577,382700,382700,Z
1915,0.001587,382900,382900,Z
1916,0.001589,383100,383100,Z
1917,0.001583,383300,383300,Z
1918,0.001609,383500,383500,Z
1919,0.001597,383700,383700,Z
1920,0.001595,383900,383900,Z
1921,0.001586,384100,384100,Z
1922,0.001582,384300,384300,Z
1923,0.001587,384500,384500,Z
1924,0.001596,384700,384700,Z
1925,0.001593,384900,384900,Z
1926,0.0016,385100,385100,Z
1927,0.001621,385300,385300,Z
1928,0.001622,385500,385500,Z
1929,0.001593,385700,385700,Z
1930,0.001589,385900,385900,Z
1931,0.001592,386100,386100,Z
1932,0.001592,386300,386300,Z
1933,0.001596,386500,386500,Z
1934,0.001607,386700,386700,Z
1935,0.001608,386900,386900,Z
1936,0.00161,387100,387100,Z
1937,0.001601,387300,387300,Z
1938,0.001601,387500,387500,Z
1939,0.001596,387700,387700,Z
1940,0.00161,387900,387900,Z
1941,0.001621,388100,388100,Z
1942,0.001623,388300,388300,Z
1943,0.001615,388500,388500,Z
1944,0.001604,388700,388700,Z
1945,0.001603,388900,388900,Z
1946,0.001602,389100,389100,Z
1947,0.001612,389300,389300,Z
1948,0.001622,389500,389500,Z
1949,0.001645,389700,389700,Z
1950,0.001635,389900,389900,Z
1951,0.001614,390100,390100,Z
1952,0.001612,390300,390300,Z
1953,0.001624,390500,390500,Z
1954,0.001608,390700,390700,Z
1955,0.00163,390900,390900,Z
1956,0.001622,391100,391100,Z
1957,0.001615,391300,391300,Z
1958,0.001615,391500,391500,Z
1959,0.001619,391700,391700,Z
1960,0.001619,391900,391900,Z
1961,0.001634,392100,392100,Z
1962,0.00165,392300,392300,Z
1963,0.001662,392500,392500,Z
1964,0.001623,392700,392700,Z
1965,0.001624,392900,392900,Z
1966,0.001619,393100,393100,Z
1967,0.001624,393300,393300,Z
1968,0.001636,393500,393500,Z
1969,0.001637,393700,393700,Z
1970,0.001639,393900,393900,Z
1971,0.001625,394100,394100,Z
1972,0.001628,394300,394300,Z
1973,0.001625,394500,394500,Z
1974,0.001632,394700,394700,Z
1975,0.001655,394900,394900,Z
1976,0.001642,395100,395100,Z
1977,0.001639,395300,395300,Z
1978,0.001637,395500,395500,Z
1979,0.00163,395700,395700,Z
1980,0.001637,395900,395900,Z
1981,0.001651,396100,396100,Z
1982,0.001657,396300,396300,Z
1983,0.001637,396500,396500,Z
1984,0.001641,396700,396700,Z
1985,0.001636,396900,396900,Z
1986,0.001641,397100,397100,Z
1987,0.00166,397300,397300,Z
1988,0.00165,397500,397500,Z
1989,0.001655,397700,397700,Z
1990,0.001651,397900,397900,Z
1991,0.001804,398100,398100,Z
1992,0.001673,398300,398300,Z
1993,0.001648,398500,398500,Z
1994,0.001652,398700,398700,R
1995,0.001671,398900,398900,R
1996,0.001709,399100,399100,R
1997,0.001673,399300,399300,R
1998,0.001685,399500,399500,R
1999,0.001672,399700,399700,R
2000,0.001656,399900,399900,R
2001,0.001669,400100,400100,R
2002,0.001669,400300,400300,R
2003,0.001676,400500,400500,R
2004,0.001661,400700,400700,R
2005,0.001671,400900,400900,R
2006,0.001674,401100,401100,R
2007,0.001694,401300,401300,R
2008,0.00168,401500,401500,R
2009,0.001666,401700,401700,R
2010,0.001658,401900,401900,R
2011,0.00167,402100,402100,R
2012,0.00168,402300,402300,R
2013,0.001684,402500,402500,R
2014,0.001666,402700,402700,R
2015,0.001675,402900,402900,R
2016,0.00167,403100,403100,R
2017,0.001705,403300,403300,R
2018,0.001713,403500,403500,R
2019,0.001669,403700,403700,R
2020,0.001695,403900,403900,R
2021,0.001689,404100,404100,R
2022,0.001718,404300,404300,R
2023,0.001685,404500,404500,R
2024,0.001695,404700,404700,R
2025,0.001674,404900,404900,R
2026,0.001741,405100,405100,R
2027,0.001684,405300,405300,R
2028,0.001745,405500,405500,R
2029,0.001676,405700,405700,R
2030,0.001688,405900,405900,R
2031,0.001687,406100,406100,R
2032,0.001695,406300,406300,R
2033,0.001695,406500,406500,R
2034,0.0017,406700,406700,R
2035,0.001684,406900,406900,R
2036,0.001676,407100,407100,R
2037,0.001703,407300,407300,R
2038,0.001712,407500,407500,R
2039,0.001689,407700,407700,R
2040,0.001688,407900,407900,R
2041,0.001702,408100,408100,R
2042,0.001715,408300,408300,R
2043,0.001751,408500,408500,R
2044,0.001699,408700,408700,R
2045,0.001713,408900,408900,R
2046,0.001704,409100,409100,R
2047,0.001735,409300,409300,R
2048,0.001706,409500,409500,R
2049,0.001729,409700,409700,R
2050,0.001694,409900,409900,R
2051,0.001719,410100,410100,R
2052,0.001707,410300,410300,R
2053,0.001739,410500,410500,R
2054,0.001693,410700,410700,R
2055,0.001711,410900,410900,R
2056,0.0017,411100,411100,R
2057,0.001747,411300,411300,R
2058,0.001716,411500,411500,R
2059,0.001701,411700,411700,R
2060,0.001701,411900,411900,R
2061,0.001735,412100,412100,R
2062,0.001722,412300,412300,R
2063,0.001702,412500,412500,R
2064,0.001717,412700,412700,R
2065,0.001707,412900,412900,R
2066,0.001736,413100,413100,R
2067,0.001719,413300,413300,R
2068,0.001707,413500,413500,R
2069,0.001706,413700,413700,R
2070,0.001711,413900,413900,R
2071,0.001746,414100,414100,R
2072,0.001781,414300,414300,R
2073,0.001728,414500,414500,R
2074,0.001721,414700,414700,R
2075,0.001744,414900,414900,R
2076,0.001747,415100,415100,R
2077,0.001732,415300,415300,R
2078,0.001722,415500,415500,R
2079,0.001752,415700,415700,R
2080,0.001734,415900,415900,R
2081,0.001715,416100,416100,R
2082,0.001726,416300,416300,R
2083,0.001739,416500,416500,R
2084,0.002035,416700,416700,R
2085,0.001725,416900,416900,R
2086,0.00173,417100,417100,R
2087,0.001739,417300,417300,R
2088,0.001737,417500,417500,R
2089,0.001738,417700,417700,R
2090,0.001725,417900,417900,R
2091,0.001736,418100,418100,R
2092,0.001738,418300,418300,R
2093,0.001737,418500,418500,R
2094,0.001728,418700,418700,R
2095,0.001729,418900,418900,R
2096,0.001732,419100,419100,R
2097,0.001747,419300,419300,R
2098,0.001746,419500,419500,R
2099,0.001734,419700,419700,R
2100,0.001734,419900,419900,R
2101,0.00175,420100,420100,R
2102,0.00174,420300,420300,R
2103,0.001729,420500,420500,R
2104,0.001728,420700,420700,R
2105,0.001736,420900,420900,R
2106,0.001749,421100,421100,R
2107,0.001739,421300,421300,R
2108,0.00174,421500,421500,R
2109,0.001741,421700,421700,R
2110,0.001765,421900,421900,R
2111,0.001752,422100,422100,R
2112,0.001744,422300,422300,R
2113,0.001753,422500,422500,R
2114,0.001757,422700,422700,R
2115,0.001749,422900,422900,R
2116,0.001747,423100,423100,R
2117,0.001745,423300,423300,R
2118,0.001756,423500,423500,R
2119,0.001762,423700,423700,R
2120,0.00175,423900,423900,R
2121,0.001746,424100,424100,R
2122,0.001753,424300,424300,R
2123,0.001771,424500,424500,R
2124,0.001752,424700,424700,R
2125,0.001755,424900,424900,R
2126,0.001758,425100,425100,R
2127,0.001762,425300,425300,R
2128,0.001757,425500,425500,R
2129,0.001759,425700,425700,R
2130,0.001764,425900,425900,R
2131,0.001779,426100,426100,R
2132,0.001772,426300,426300,R
2133,0.001762,426500,426500,R
2134,0.001771,426700,426700,R
2135,0.001782,426900,426900,R
2136,0.001777,427100,427100,R
2137,0.001766,427300,427300,R
2138,0.001765,427500,427500,R
2139,0.001775,427700,427700,R
2140,0.001773,427900,427900,R
2141,0.001767,428100,428100,R
2142,0.001768,428300,428300,R
2143,0.001784,428500,428500,R
2144,0.001782,428700,428700,R
2145,0.001771,428900,428900,R
2146,0.001774,429100,429100,R
2147,0.001781,429300,429300,R
2148,0.001781,429500,429500,R
2149,0.001769,429700,429700,R
2150,0.001775,429900,429900,R
2151,0.001788,430100,430100,R
2152,0.001776,430300,430300,R
2153,0.001777,430500,430500,R
2154,0.001777,430700,430700,R
2155,0.001788,430900,430900,R
2156,0.001772,431100,431100,R
2157,0.00178,431300,431300,R
2158,0.001799,431500,431500,R
2159,0.001796,431700,431700,R
2160,0.001775,431900,431900,R
2161,0.001779,432100,432100,R
2162,0.001798,432300,432300,R
2163,0.001795,432500,432500,R
2164,0.001789,432700,432700,R
2165,0.001792,432900,432900,R
2166,0.001802,433100,433100,R
2167,0.001805,433300,433300,R
2168,0.0018,433500,433500,R
2169,0.001798,433700,433700,R
2170,0.001807,433900,433900,R
2171,0.001804,434100,434100,R
2172,0.001793,434300,434300,R
2173,0.001801,434500,434500,R
2174,0.001798,434700,434700,R
2175,0.00181,434900,434900,R
2176,0.001803,435100,435100,R
2177,0.00181,435300,435300,R
2178,0.001829,435500,435500,R
2179,0.001797,435700,435700,R
2180,0.001816,435900,435900,R
2181,0.001813,436100,436100,R
2182,0.001812,436300,436300,R
2183,0.001803,436500,436500,R
2184,0.001828,436700,436700,R
2185,0.001817,436900,436900,R
2186,0.001816,437100,437100,R
2187,0.001818,437300,437300,R
2188,0.001834,437500,437500,R
2189,0.001808,437700,437700,R
2190,0.00182,437900,437900,R
2191,0.001834,438100,438100,R
2192,0.001852,438300,438300,R
2193,0.001819,438500,438500,R
2194,0.001814,438700,438700,R
2195,0.001835,438900,438900,R
2196,0.001814,439100,439100,R
2197,0.001816,439300,439300,O
2198,0.001869,439500,439500,O
2199,0.001849,439700,439700,O
2200,0.001814,439900,439900,O
2201,0.001809,440100,440100,O
2202,0.001828,440300,440300,O
2203,0.001821,440500,440500,O
2204,0.001879,440700,440700,O
2205,0.001837,440900,440900,O
2206,0.001836,441100,441100,O
2207,0.001854,441300,441300,O
2208,0.001836,441500,441500,O
2209,0.00184,441700,441700,O
2210,0.001861,441900,441900,O
2211,0.001845,442100,442100,O
2212,0.001833,442300,442300,O
2213,0.001867,442500,442500,O
2214,0.00185,442700,442700,O
2215,0.001847,442900,442900,O
2216,0.001828,443100,443100,O
2217,0.001839,443300,443300,O
2218,0.001828,443500,443500,O
2219,0.001832,443700,443700,O
2220,0.001846,443900,443900,O
2221,0.002332,444100,444100,O
2222,0.001884,444300,444300,O
2223,0.001837,444500,444500,O
2224,0.001843,444700,444700,O
2225,0.001868,444900,444900,O
2226,0.00238,445100,445100,O
2227,0.001928,445300,445300,O
2228,0.001851,445500,445500,O
2229,0.001854,445700,445700,O
2230,0.001855,445900,445900,O
2231,0.002332,446100,446100,O
2232,0.00189,446300,446300,O
2233,0.001942,446500,446500,O
2234,0.001852,446700,446700,O
2235,0.00187,446900,446900,O
2236,0.001851,447100,447100,O
2237,0.001855,447300,447300,O
2238,0.00188,447500,447500,O
2239,0.001855,447700,447700,O
2240,0.001848,447900,447900,O
2241,0.001875,448100,448100,O
2242,0.001855,448300,448300,O
2243,0.001865,448500,448500,O
2244,0.001871,448700,448700,O
2245,0.001864,448900,448900,O
2246,0.001856,449100,449100,O
2247,0.001889,449300,449300,O
2248,0.001875,449500,449500,O
2249,0.001867,449700,449700,O
2250,0.001872,449900,449900,O
2251,0.001946,450100,450100,O
2252,0.001861,450300,450300,O
2253,0.001877,450500,450500,O
2254,0.001873,450700,450700,O
2255,0.00186,450900,450900,O
2256,0.001881,451100,451100,O
2257,0.00187,451300,451300,O
2258,0.001869,451500,451500,O
2259,0.001862,451700,451700,O
2260,0.001899,451900,451900,O
2261,0.001865,452100,452100,O
2262,0.001878,452300,452300,O
2263,0.00189,452500,452500,O
2264,0.001875,452700,452700,O
2265,0.001871,452900,452900,O
2266,0.001888,453100,453100,O
2267,0.001877,453300,453300,O
2268,0.001901,453500,453500,O
2269,0.001953,453700,453700,O
2270,0.001872,453900,453900,O
2271,0.001912,454100,454100,O
2272,0.001924,454300,454300,O
2273,0.001875,454500,454500,O
2274,0.001896,454700,454700,O
2275,0.001891,454900,454900,O
2276,0.001883,455100,455100,O
2277,0.001909,455300,455300,O
2278,0.001901,455500,455500,O
2279,0.001882,455700,455700,O
2280,0.0019,455900,455900,O
2281,0.001888,456100,456100,O
2282,0.001895,456300,456300,O
2283,0.001901,456500,456500,O
2284,0.001886,456700,456700,O
2285,0.001894,456900,456900,O
2286,0.001901,457100,457100,O
2287,0.001887,457300,457300,O
2288,0.001906,457500,457500,O
2289,0.001912,457700,457700,O
2290,0.001894,457900,457900,O
2291,0.001893,458100,458100,O
2292,0.00191,458300,458300,O
2293,0.001896,458500,458500,O
2294,0.001913,458700,458700,O
2295,0.001909,458900,458900,O
2296,0.001897,459100,459100,O
2297,0.001915,459300,459300,O
2298,0.00194,459500,459500,O
2299,0.001914,459700,459700,O
2300,0.001918,459900,459900,O
2301,0.001898,460100,460100,O
2302,0.0019,460300,460300,O
2303,0.001916,460500,460500,O
2304,0.001902,460700,460700,O
2305,0.001919,460900,460900,C
2306,0.00192,461100,461100,C
2307,0.001902,461300,461300,C
2308,0.001906,461500,461500,C
2309,0.001936,461700,461700,C
2310,0.001907,461900,461900,C
2311,0.001929,462100,462100,C
2312,0.001915,462300,462300,C
2313,0.001909,462500,462500,C
2314,0.00194,462700,462700,C
2315,0.001922,462900,462900,C
2316,0.001913,463100,463100,C
2317,0.001956,463300,463300,C
2318,0.001911,463500,463500,C
2319,0.001913,463700,463700,C
2320,0.001932,463900,463900,C
2321,0.001913,464100,464100,C
2322,0.001911,464300,464300,C
2323,0.001931,464500,464500,C
2324,0.001917,464700,464700,C
2325,0.001951,464900,464900,C
2326,0.001937,465100,465100,C
2327,0.00192,465300,465300,C
2328,0.001936,465500,465500,C
2329,0.001948,465700,465700,C
2330,0.001998,465900,465900,C
2331,0.001962,466100,466100,C
2332,0.001949,466300,466300,C
2333,0.001968,466500,466500,C
2334,0.001953,466700,466700,C
2335,0.001979,466900,466900,C
2336,0.001978,467100,467100,C
2337,0.001952,467300,467300,C
2338,0.00195,467500,467500,C
2339,0.001953,467700,467700,C
2340,0.001974,467900,467900,C
2341,0.001977,468100,468100,C
2342,0.001939,468300,468300,C
2343,0.001971,468500,468500,C
2344,0.00195,468700,468700,C
2345,0.001986,468900,468900,C
2346,0.001967,469100,469100,C
2347,0.001946,469300,469300,C
2348,0.001964,469500,469500,C
2349,0.001938,469700,469700,C
2350,0.001958,469900,469900,C
2351,0.001968,470100,470100,C
2352,0.001944,470300,470300,C
2353,0.002014,470500,470500,C
2354,0.001963,470700,470700,C
2355,0.001961,470900,470900,C
2356,0.00198,471100,471100,C
2357,0.001966,471300,471300,C
2358,0.001999,471500,471500,C
2359,0.001983,471700,471700,C
2360,0.001959,471900,471900,C
2361,0.001994,472100,472100,C
2362,0.00197,472300,472300,C
2363,0.002069,472500,472500,C
2364,0.001997,472700,472700,C
2365,0.001992,472900,472900,C
2366,0.001961,473100,473100,C
2367,0.001983,473300,473300,C
2368,0.002002,473500,473500,C
2369,0.00196,473700,473700,C
2370,0.001981,473900,473900,C
2371,0.001963,474100,474100,C
2372,0.001974,474300,474300,C
2373,0.001958,474500,474500,C
2374,0.001971,474700,474700,C
2375,0.001985,474900,474900,C
2376,0.001962,475100,475100,C
2377,0.001975,475300,475300,C
2378,0.001963,475500,475500,C
2379,0.001963,475700,475700,C
2380,0.001987,475900,475900,C
2381,0.001987,476100,476100,M
2382,0.001999,476300,476300,M
2383,0.001968,476500,476500,M
2384,0.001968,476700,476700,M
2385,0.001993,476900,476900,M
2386,0.001968,477100,477100,M
2387,0.001986,477300,477300,M
2388,0.001975,477500,477500,M
2389,0.001986,477700,477700,M
2390,0.001989,477900,477900,M
2391,0.001974,478100,478100,M
2392,0.001993,478300,478300,M
2393,0.001974,478500,478500,M
2394,0.001977,478700,478700,M
2395,0.001989,478900,478900,M
2396,0.001977,479100,479100,M
2397,0.001995,479300,479300,M
2398,0.001998,479500,479500,M
2399,0.001984,479700,479700,M
2400,0.002005,479900,479900,M
2401,0.001988,480100,480100,M
2402,0.001998,480300,480300,M
2403,0.001982,480500,480500,M
2404,0.001988,480700,480700,M
2405,0.001994,480900,480900,M
2406,0.001987,481100,481100,M
2407,0.002008,481300,481300,M
2408,0.001992,481500,481500,M
2409,0.001987,481700,481700,M
2410,0.002,481900,481900,M
2411,0.001989,482100,482100,M
2412,0.002004,482300,482300,M
2413,0.001995,482500,482500,M
2414,0.002024,482700,482700,M
2415,0.002011,482900,482900,M
2416,0.001995,483100,483100,M
2417,0.002012,483300,483300,M
2418,0.001997,483500,483500,M
2419,0.002017,483700,483700,M
2420,0.002011,483900,483900,M
2421,0.002007,484100,484100,M
2422,0.002015,484300,484300,M
2423,0.002004,484500,484500,M
2424,0.002016,484700,484700,M
2425,0.002002,484900,484900,M
2426,0.002009,485100,485100,M
2427,0.002024,485300,485300,M
2428,0.002027,485500,485500,M
2429,0.002024,485700,485700,M
2430,0.002015,485900,485900,M
2431,0.002028,486100,486100,M
2432,0.002016,486300,486300,M
2433,0.00201,486500,486500,M
2434,0.002022,486700,486700,M
2435,0.002015,486900,486900,M
2436,0.002027,487100,487100,M
2437,0.002014,487300,487300,M
2438,0.002035,487500,487500,M
2439,0.002032,487700,487700,M
2440,0.002016,487900,487900,M
2441,0.00203,488100,488100,M
2442,0.002016,488300,488300,M
2443,0.002038,488500,488500,M
2444,0.002023,488700,488700,M
2445,0.002038,488900,488900,M
2446,0.002033,489100,489100,M
2447,0.002023,489300,489300,M
2448,0.002034,489500,489500,M
2449,0.002022,489700,489700,M
2450,0.002038,489900,489900,M
2451,0.002025,490100,490100,M
2452,0.002041,490300,490300,M
2453,0.002024,490500,490500,M
2454,0.002033,490700,490700,M
2455,0.002039,490900,490900,M
2456,0.002038,491100,491100,M
2457,0.002045,491300,491300,M
2458,0.002032,491500,491500,M
2459,0.002053,491700,491700,M
2460,0.002033,491900,491900,M
2461,0.002047,492100,492100,M
2462,0.002049,492300,492300,M
2463,0.002043,492500,492500,M
2464,0.002051,492700,492700,M
2465,0.002045,492900,492900,M
2466,0.002056,493100,493100,M
2467,0.002039,493300,493300,M
2468,0.002054,493500,493500,M
2469,0.002039,493700,493700,M
2470,0.002063,493900,493900,M
2471,0.002056,494100,494100,M
2472,0.002044,494300,494300,M
2473,0.002057,494500,494500,M
2474,0.002045,494700,494700,M
2475,0.002059,494900,494900,M
2476,0.002045,495100,495100,M
2477,0.002072,495300,495300,M
2478,0.002051,495500,495500,M
2479,0.002068,495700,495700,M
2480,0.002054,495900,495900,M
2481,0.002053,496100,496100,M
2482,0.002062,496300,496300,M
2483,0.002052,496500,496500,M
2484,0.002065,496700,496700,M
2485,0.002053,496900,496900,M
2486,0.002063,497100,497100,M
2487,0.002055,497300,497300,M
2488,0.002064,497500,497500,M
2489,0.002053,497700,497700,M
2490,0.002073,497900,497900,M
2491,0.002055,498100,498100,M
2492,0.002056,498300,498300,M
2493,0.002342,498500,498500,M
2494,0.002088,498700,498700,M
2495,0.002069,498900,498900,M
2496,0.002076,499100,499100,M
2497,0.002071,499300,499300,M
2498,0.002063,499500,499500,M
2499,0.002072,499700,499700,M
2500,0.002065,499900,499900,M
2501,0.002084,500100,500100,M
2502,0.002063,500300,500300,M
2503,0.002076,500500,500500,M
2504,0.002067,500700,500700,M
2505,0.002083,500900,500900,M
2506,0.002069,501100,501100,M
2507,0.002085,501300,501300,M
2508,0.002071,501500,501500,M
2509,0.00209,501700,501700,M
2510,0.002277,501900,501900,M
2511,0.002147,502100,502100,M
2512,0.002098,502300,502300,M
2513,0.002115,502500,502500,M
2514,0.002096,502700,502700,M
2515,0.002131,502900,502900,M
2516,0.002102,503100,503100,M
2517,0.002126,503300,503300,M
2518,0.002091,503500,503500,M
2519,0.002119,503700,503700,M
2520,0.002112,503900,503900,M
2521,0.002144,504100,504100,M
2522,0.002103,504300,504300,M
2523,0.002121,504500,504500,M
2524,0.002102,504700,504700,M
2525,0.00214,504900,504900,M
2526,0.002104,505100,505100,M
2527,0.002131,505300,505300,M
2528,0.002107,505500,505500,M
2529,0.002134,505700,505700,M
2530,0.002126,505900,505900,M
2531,0.002151,506100,506100,M
2532,0.002113,506300,506300,M
2533,0.002131,506500,506500,M
2534,0.002127,506700,506700,M
2535,0.002141,506900,506900,M
2536,0.002113,507100,507100,M
2537,0.002131,507300,507300,M
2538,0.002133,507500,507500,M
2539,0.002141,507700,507700,M
2540,0.002125,507900,507900,M
2541,0.002143,508100,508100,M
2542,0.002116,508300,508300,M
2543,0.002113,508500,508500,M
2544,0.002143,508700,508700,M
2545,0.002106,508900,508900,M
2546,0.00212,509100,509100,M
2547,0.002103,509300,509300,M
2548,0.002138,509500,509500,M
2549,0.002111,509700,509700,M
2550,0.002138,509900,509900,M
2551,0.002125,510100,510100,M
2552,0.002133,510300,510300,M
2553,0.002134,510500,510500,V
2554,0.002139,510700,510700,V
2555,0.002108,510900,510900,V
2556,0.002145,511100,511100,V
2557,0.002128,511300,511300,V
2558,0.002197,511500,511500,V
2559,0.002121,511700,511700,V
2560,0.00213,511900,511900,V
2561,0.002112,512100,512100,V
2562,0.002135,512300,512300,V
2563,0.002405,512500,512500,V
2564,0.00213,512700,512700,V
2565,0.00215,512900,512900,V
2566,0.002141,513100,513100,V
2567,0.002161,513300,513300,V
2568,0.002118,513500,513500,V
2569,0.002164,513700,513700,V
2570,0.002153,513900,513900,V
2571,0.002163,514100,514100,V
2572,0.002122,514300,514300,V
2573,0.002321,514500,514500,V
2574,0.002142,514700,514700,V
2575,0.002151,514900,514900,V
2576,0.002151,515100,515100,V
2577,0.002465,515300,515300,V
2578,0.002159,515500,515500,V
2579,0.002162,515700,515700,V
2580,0.002173,515900,515900,V
2581,0.002247,516100,516100,V
2582,0.002205,516300,516300,V
2583,0.002188,516500,516500,V
2584,0.002153,516700,516700,V
2585,0.002171,516900,516900,V
2586,0.002136,517100,517100,V
2587,0.002176,517300,517300,V
2588,0.002182,517500,517500,V
2589,0.002177,517700,517700,V
2590,0.002147,517900,517900,V
2591,0.002158,518100,518100,V
2592,0.002149,518300,518300,V
2593,0.002161,518500,518500,V
2594,0.002201,518700,518700,V
2595,0.002174,518900,518900,V
2596,0.002183,519100,519100,V
2597,0.002146,519300,519300,V
2598,0.00216,519500,519500,V
2599,0.002412,519700,519700,V
2600,0.002183,519900,519900,V
2601,0.002149,520100,520100,V
2602,0.002208,520300,520300,V
2603,0.002155,520500,520500,V
2604,0.002166,520700,520700,V
2605,0.002164,520900,520900,V
2606,0.002149,521100,521100,V
2607,0.002171,521300,521300,V
2608,0.002279,521500,521500,V
2609,0.002194,521700,521700,V
2610,0.002155,521900,521900,V
2611,0.002172,522100,522100,V
2612,0.002155,522300,522300,V
2613,0.002171,522500,522500,V
2614,0.002492,522700,522700,V
2615,0.002163,522900,522900,V
2616,0.002193,523100,523100,V
2617,0.002166,523300,523300,V
2618,0.002181,523500,523500,V
2619,0.002168,523700,523700,V
2620,0.00218,523900,523900,V
2621,0.002163,524100,524100,V
2622,0.002171,524300,524300,V
2623,0.002163,524500,524500,V
2624,0.002397,524700,524700,V
2625,0.002197,524900,524900,V
2626,0.002239,525100,525100,V
2627,0.002193,525300,525300,V
2628,0.002179,525500,525500,V
2629,0.002195,525700,525700,V
2630,0.002209,525900,525900,V
2631,0.002183,526100,526100,V
2632,0.002259,526300,526300,V
2633,0.002176,526500,526500,V
2634,0.002183,526700,526700,V
2635,0.002173,526900,526900,V
2636,0.002196,527100,527100,V
2637,0.002177,527300,527300,V
2638,0.002231,527500,527500,V
2639,0.002191,527700,527700,V
2640,0.002246,527900,527900,V
2641,0.002208,528100,528100,V
2642,0.002179,528300,528300,V
2643,0.002205,528500,528500,V
2644,0.002186,528700,528700,V
2645,0.002231,528900,528900,V
2646,0.002188,529100,529100,V
2647,0.002202,529300,529300,V
2648,0.002211,529500,529500,V
2649,0.002228,529700,529700,V
2650,0.002211,529900,529900,V
