SNo,Time,Size,Iterations,Count
302,0.019252,60300,2347280,60300
303,0.018977,60500,2280978,60500
304,0.020156,60700,2585614,60700
305,0.019249,60900,2435374,60900
306,0.019242,61100,2413324,61100
307,0.01922,61300,2495246,61300
308,0.01931,61500,2476134,61500
309,0.020187,61700,2489672,61700
310,0.019488,61900,2424274,61900
311,0.020438,62100,2610298,62100
312,0.019549,62300,2411638,62300
313,0.023129,62500,2545868,62500
314,0.019969,62700,2452132,62700
315,0.020703,62900,2672126,62900
316,0.020213,63100,2449770,63100
317,0.025834,63300,2344452,63300
318,0.020453,63500,2437134,63500
319,0.020815,63700,2605236,63700
320,0.020232,63900,2541640,63900
321,0.020763,64100,2597354,64100
322,0.020048,64300,2509104,64300
323,0.020312,64500,2569112,64500
324,0.021617,64700,2604052,64700
325,0.020665,64900,2640466,64900
326,0.02032,65100,2689720,65100
327,0.021444,65300,2489492,65300
328,0.0207,65500,2590918,65500
329,0.022812,65700,2675844,65700
330,0.019882,65900,2637722,65900
331,0.021824,66100,2687078,66100
332,0.022636,66300,2691208,66300
333,0.021348,66500,2590624,66500
334,0.021318,66700,2677130,66700
335,0.020813,66900,2568974,66900
336,0.023515,67100,2727416,67100
337,0.021961,67300,2695146,67300
338,0.021947,67500,2888366,67500
339,0.022359,67700,2662114,67700
340,0.021916,67900,2732334,67900
341,0.021958,68100,2587374,68100
342,0.02145,68300,2743708,68300
343,0.022222,68500,2923686,68500
344,0.022105,68700,2733484,68700
345,0.022858,68900,2787370,68900
346,0.021986,69100,2796504,69100
347,0.02207,69300,2861060,69300
348,0.024262,69500,2805490,69500
349,0.02398,69700,2875173,34911
350,0.026258,69900,2887080,69900
351,0.022601,70100,2885802,70100
352,0.02548,70300,3124892,70300
353,0.023189,70500,2914850,70500
354,0.023484,70700,2979466,70700
355,0.023289,70900,2810050,70900
356,0.023921,71100,2928222,71100
357,0.023686,71300,2760896,71300
358,0.02306,71500,2764020,71500
359,0.022389,71700,2864694,71700
360,0.02305,71900,2949556,71900
361,0.023211,72100,2799542,72100
362,0.022878,72300,2743684,72300
363,0.023752,72500,2936426,72500
364,0.023752,72700,2999300,72700
365,0.022825,72900,2798886,72900
366,0.023577,73100,2787778,73100
367,0.023342,73300,2832286,73300
368,0.024115,73500,2932806,73500
369,0.024212,73700,3097016,73700
370,0.023561,73900,3119058,73900
371,0.024669,74100,3042698,74100
372,0.024595,74300,2997822,74300
373,0.024348,74500,2908014,74500
374,0.023544,74700,2960490,74700
375,0.024832,74900,2955908,74900
376,0.024326,75100,3020164,75100
377,0.0242,75300,2991018,75300
378,0.023687,75500,3009962,75500
379,0.024355,75700,2952180,75700
380,0.024359,75900,2901660,75900
381,0.024438,76100,3028364,76100
382,0.024208,76300,3024144,76300
383,0.025478,76500,3119924,76500
384,0.025277,76700,3120302,76700
385,0.024801,76900,3055160,76900
386,0.025574,77100,3058502,77100
387,0.027087,77300,3155310,77300
388,0.025773,77500,3085612,77500
389,0.024347,77700,3117690,77700
390,0.025579,77900,3184670,77900
391,0.02525,78100,3054872,78100
392,0.026035,78300,3291370,78300
393,0.024889,78500,3052846,78500
394,0.026228,78700,3128744,78700
395,0.02642,78900,3386086,78900
396,0.026612,79100,3278222,79100
397,0.025662,79300,3099594,79300
398,0.026561,79500,3453512,79500
399,0.025086,79700,3082102,79700
400,0.025931,79900,3347268,79900
401,0.024753,80100,3130482,80100
402,0.026689,80300,3186664,80300
403,0.025628,80500,3111788,80500
404,0.02541,80700,3242144,80700
405,0.025898,80900,3345064,80900
406,0.025621,81100,3251186,81100
407,0.027123,81300,3364446,81300
408,0.027655,81500,3210206,81500
409,0.02678,81700,3230304,81700
410,0.027161,81900,3377300,81900
411,0.027508,82100,3518990,82100
412,0.02694,82300,3252488,82300
413,0.027529,82500,3290552,82500
414,0.027478,82700,3349174,82700
415,0.027637,82900,3365796,82900
416,0.028273,83100,3451050,83100
417,0.02759,83300,3358452,83300
418,0.02746,83500,3436044,83500
419,0.027604,83700,3292154,83700
420,0.028257,83900,3367492,83900
421,0.029012,84100,3718768,84100
422,0.028602,84300,3503894,84300
423,0.028785,84500,3379672,84500
424,0.0274,84700,3443244,84700
425,0.028178,84900,3302626,84900
426,0.027635,85100,3532046,85100
427,0.027925,85300,3384078,85300
428,0.028979,85500,3388952,85500
429,0.02746,85700,3335392,85700
430,0.02864,85900,3407662,85900
431,0.02887,86100,3546078,86100
432,0.028773,86300,3452378,86300
433,0.028275,86500,3289912,86500
434,0.029526,86700,3702168,86700
435,0.027708,86900,3566784,86900
436,0.028465,87100,3359918,87100
437,0.031649,87300,3651650,87300
438,0.029334,87500,3518780,87500
439,0.028259,87700,3439690,87700
440,0.03064,87900,3680524,87900
441,0.029173,88100,3756760,88100
442,0.028663,88300,3649312,88300
443,0.029705,88500,3668754,88500
444,0.028566,88700,3590270,88700
445,0.029517,88900,3483322,88900
446,0.028501,89100,3769004,89100
447,0.029196,89300,3489498,89300
448,0.031226,89500,3814010,89500
449,0.031882,89700,3693310,89700
450,0.029592,89900,3724250,89900
451,0.029327,90100,3592826,90100
452,0.032962,90300,3574390,90300
453,0.030101,90500,3767074,90500
454,0.029325,90700,3525360,90700
455,0.030231,90900,3595152,90900
456,0.030622,91100,3752688,91100
457,0.030134,91300,3570680,91300
458,0.029647,91500,3637470,91500
459,0.030927,91700,3988414,91700
460,0.030005,91900,3623118,91900
461,0.030035,92100,3585252,92100
462,0.030934,92300,3814630,92300
463,0.030432,92500,3901574,92500
464,0.030732,92700,3732968,92700
465,0.030747,92900,3849046,92900
466,0.030094,93100,3774012,93100
467,0.031436,93300,3888400,46713
468,0.030834,93500,3791346,93500
469,0.034545,93700,4301474,93700
470,0.031815,93900,3792796,93900
471,0.030895,94100,3723292,94100
472,0.030572,94300,3845022,94300
473,0.032585,94500,3842656,94500
474,0.033058,94700,4133662,94700
475,0.033393,94900,4118370,94900
476,0.03333,95100,3896098,95100
477,0.036594,95300,3868236,95300
478,0.031738,95500,3876740,95500
479,0.031332,95700,3753688,95700
480,0.032339,95900,3927488,95900
481,0.031641,96100,4069686,96100
482,0.031952,96300,3798994,96300
483,0.031744,96500,3825096,96500
484,0.036039,96700,4205180,96700
485,0.036845,96900,4133710,96900
486,0.031829,97100,3870198,97100
487,0.032642,97300,4020580,97300
488,0.031665,97500,4180622,97500
489,0.03321,97700,3903064,97700
490,0.034119,97900,4282030,97900
